starttime,task,withinblocktrial,block,running,selfconf,difflevel,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,n_xes,n_reddots,post1,post2,post3,post4,post5,post6,stoptime,sub,age,gender,handedness,
1612783762,dotnumber,0,0,training,highSC,average,65,50,418,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,1,0,training,highSC,average,50,62,352,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,2,0,training,highSC,easy,28,50,385,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,3,0,training,highSC,hard,48,50,418,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,4,0,training,highSC,hard,50,46,551,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,5,0,training,highSC,hard,47,50,451,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,6,0,training,highSC,easy,73,50,568,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,7,0,training,highSC,easy,50,74,517,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,8,0,training,highSC,average,50,64,434,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,9,0,training,highSC,hard,50,55,369,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,10,0,training,highSC,hard,50,45,368,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,11,0,training,highSC,easy,50,74,368,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,12,0,training,highSC,easy,50,74,936,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,13,0,training,highSC,easy,28,50,652,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,14,0,training,highSC,easy,50,75,518,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,15,0,training,highSC,hard,53,50,535,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,16,0,training,highSC,hard,51,50,569,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,17,0,training,highSC,hard,51,50,552,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,18,0,training,highSC,easy,75,50,484,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,19,0,training,highSC,easy,26,50,385,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,20,0,training,highSC,average,35,50,401,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,21,0,training,highSC,hard,55,50,752,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,22,0,training,highSC,hard,50,49,368,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,23,0,training,highSC,average,39,50,535,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,0,1,training,highSC,average,50,36,435,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,1,1,training,highSC,easy,71,50,268,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,2,1,training,highSC,easy,50,27,251,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,3,1,training,highSC,average,62,50,302,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,4,1,training,highSC,average,50,62,418,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,5,1,training,highSC,average,50,38,334,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,6,1,training,highSC,hard,50,46,268,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,7,1,training,highSC,average,39,50,368,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,8,1,training,highSC,hard,50,49,301,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,9,1,training,highSC,average,50,38,352,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,10,1,training,highSC,hard,54,50,268,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,11,1,training,highSC,average,64,50,335,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,12,1,training,highSC,easy,25,50,385,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,13,1,training,highSC,easy,75,50,419,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,14,1,training,highSC,average,50,37,418,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,15,1,training,highSC,average,50,63,452,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,16,1,training,highSC,easy,26,50,335,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,17,1,training,highSC,average,38,50,368,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,18,1,training,highSC,easy,50,74,268,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,19,1,training,highSC,average,64,50,250,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,20,1,training,highSC,easy,28,50,384,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,21,1,training,highSC,easy,50,75,318,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,22,1,training,highSC,hard,50,51,619,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,23,1,training,highSC,average,50,35,468,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,0,2,training,highSC,easy,25,50,401,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,1,2,training,highSC,hard,50,51,467,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,2,2,training,highSC,average,50,65,334,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,3,2,training,highSC,hard,50,47,353,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,4,2,training,highSC,average,65,50,318,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,5,2,training,highSC,average,62,50,451,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,6,2,training,highSC,hard,50,49,569,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,7,2,training,highSC,average,50,36,518,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,8,2,training,highSC,average,50,38,418,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,9,2,training,highSC,average,50,36,401,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,10,2,training,highSC,hard,50,48,518,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,11,2,training,highSC,hard,51,50,468,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,12,2,training,highSC,hard,50,52,602,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,13,2,training,highSC,easy,29,50,352,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,14,2,training,highSC,hard,47,50,335,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,15,2,training,highSC,hard,50,53,601,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,16,2,training,highSC,hard,50,47,435,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,17,2,training,highSC,average,50,39,367,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,18,2,training,highSC,easy,50,26,485,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,19,2,training,highSC,hard,50,45,469,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,20,2,training,highSC,easy,75,50,434,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,21,2,training,highSC,easy,73,50,417,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,22,2,training,highSC,average,38,50,519,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,23,2,training,highSC,easy,73,50,635,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,0,3,training,highSC,easy,26,50,485,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,1,3,training,highSC,easy,50,25,418,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,2,3,training,highSC,easy,50,75,385,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,3,3,training,highSC,average,65,50,402,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,4,3,training,highSC,hard,54,50,401,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,5,3,training,highSC,average,64,50,301,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,6,3,training,highSC,easy,50,71,419,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,7,3,training,highSC,hard,50,49,336,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,8,3,training,highSC,easy,71,50,368,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,9,3,training,highSC,hard,48,50,468,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,10,3,training,highSC,easy,72,50,485,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,11,3,training,highSC,average,50,37,301,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,12,3,training,highSC,hard,50,53,669,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,13,3,training,highSC,easy,26,50,585,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,14,3,training,highSC,hard,54,50,551,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,15,3,training,highSC,average,50,62,384,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,16,3,training,highSC,hard,54,50,584,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,17,3,training,highSC,average,50,37,268,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,18,3,training,highSC,average,50,65,452,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,19,3,training,highSC,easy,74,50,334,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,20,3,training,highSC,easy,50,73,502,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,21,3,training,highSC,average,50,37,385,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,22,3,training,highSC,easy,50,73,635,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,23,3,training,highSC,easy,72,50,301,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,0,4,training,highSC,average,50,65,285,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,1,4,training,highSC,average,65,50,301,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,2,4,training,highSC,average,50,65,352,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,3,4,training,highSC,hard,50,51,669,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,4,4,training,highSC,easy,75,50,301,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,5,4,training,highSC,average,50,61,401,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,6,4,training,highSC,hard,50,52,385,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,7,4,training,highSC,easy,50,29,235,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,8,4,training,highSC,easy,50,74,186,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,9,4,training,highSC,easy,50,71,351,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,10,4,training,highSC,average,50,38,335,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,11,4,training,highSC,hard,45,50,268,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,12,4,training,highSC,easy,50,75,568,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,13,4,training,highSC,easy,71,50,385,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,14,4,training,highSC,hard,55,50,501,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,15,4,training,highSC,hard,54,50,218,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,16,4,training,highSC,easy,73,50,267,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,17,4,training,highSC,average,37,50,218,['c'],0,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,18,4,training,highSC,average,64,50,469,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,19,4,training,highSC,average,64,50,419,['n'],0,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,20,4,training,highSC,hard,50,51,501,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,21,4,training,highSC,easy,71,50,284,['c'],1,left,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,22,4,training,highSC,average,50,61,336,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,23,4,training,highSC,hard,49,50,401,['n'],1,right,none,-99,-99,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,0,5,main,highSC,average,50,38,2370,['n'],0,left,['3'],3,1861,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,1,5,main,highSC,average,50,65,669,['n'],1,right,['8'],4,426,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,2,5,main,highSC,easy,74,50,752,['c'],1,left,['8'],4,806,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,3,5,main,highSC,average,50,39,435,['c'],1,left,['9'],5,287,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,4,5,main,highSC,average,38,50,552,['n'],1,right,['9'],5,329,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,5,5,main,highSC,hard,50,47,585,['c'],1,left,['8'],4,656,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,6,5,main,highSC,hard,46,50,686,['n'],1,right,['8'],4,581,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,7,5,main,highSC,hard,53,50,601,['n'],0,left,['3'],3,289,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,8,5,main,highSC,hard,50,46,385,['c'],1,left,['8'],4,402,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,9,5,main,highSC,easy,50,26,502,['c'],1,left,['9'],5,153,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,10,5,main,highSC,average,62,50,585,['c'],1,left,['9'],5,246,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,11,5,main,highSC,easy,50,71,485,['n'],1,right,['8'],4,549,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,12,5,main,highSC,average,50,39,418,['c'],1,left,['8'],4,265,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,13,5,main,highSC,hard,54,50,568,['n'],0,left,['9'],5,275,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,14,5,main,highSC,hard,50,49,635,['c'],1,left,['3'],3,266,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,15,5,main,highSC,easy,26,50,302,['n'],1,right,['3'],3,334,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,16,5,main,highSC,easy,26,50,468,['n'],1,right,['8'],4,329,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,17,5,main,highSC,hard,53,50,502,['c'],1,left,['8'],4,244,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,18,5,main,highSC,average,38,50,719,['n'],1,right,['3'],3,233,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,19,5,main,highSC,average,36,50,619,['n'],1,right,['3'],3,258,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,20,5,main,highSC,average,64,50,418,['c'],1,left,['8'],4,498,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,21,5,main,highSC,easy,50,26,653,['c'],1,left,['9'],5,207,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,22,5,main,highSC,easy,72,50,485,['c'],1,left,['9'],5,223,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,23,5,main,highSC,hard,50,51,902,['n'],1,right,['9'],5,269,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,24,5,main,highSC,easy,71,50,585,['c'],1,left,['8'],4,262,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,25,5,main,highSC,hard,50,53,901,['c'],0,right,['8'],4,483,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,26,5,main,highSC,hard,50,51,919,['c'],0,right,['3'],3,261,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,27,5,main,highSC,easy,50,73,585,['n'],1,right,['8'],4,623,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,28,5,main,highSC,easy,50,29,486,['c'],1,left,['8'],4,318,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,29,5,main,highSC,hard,50,55,952,['n'],1,right,['8'],4,454,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,30,5,main,highSC,hard,54,50,701,['c'],1,left,['8'],4,370,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,31,5,main,highSC,average,50,37,853,['c'],1,left,['8'],4,300,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,32,5,main,highSC,average,37,50,669,['n'],1,right,['8'],4,544,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,33,5,main,highSC,average,36,50,802,['n'],1,right,['8'],4,598,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,34,5,main,highSC,average,50,39,702,['c'],1,left,['8'],4,861,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,35,5,main,highSC,average,62,50,851,['n'],0,left,['9'],5,227,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,36,5,main,highSC,easy,50,28,535,['c'],1,left,['0'],6,336,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,37,5,main,highSC,easy,50,71,868,['n'],1,right,['8'],4,315,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,38,5,main,highSC,average,50,64,584,['n'],1,right,['0'],6,306,,,,,,,,,,29,18,Vrouw,Rechts,
,dotnumber,39,5,main,highSC,easy,50,29,652,['n'],0,left,['3'],3,295,,,,,,,,,,29,18,Vrouw,Rechts,
